VentaID,FacturaID,Fecha,ClienteID,VendedorID,ProductoID,Cantidad,PrecioUnitario,CostoUnitario,Descuento,TotalVenta,TotalCosto,Margen,CanalVenta
3437,1246,2025-06-01,248,10,19,23,3417.28,2446.83,0.0,78597.49,56277.19,22320.29,Correo
3438,1247,2025-12-18,289,5,20,17,1798.9,1288.4,0.0,30581.3,21902.8,8678.5,Teléfono
3439,1248,2025-07-22,503,7,12,2,5049.65,3885.66,0.0,10099.3,7771.33,2327.97,Presencial
3440,1248,2025-07-08,503,7,11,4,14312.44,11436.55,1464.75,55785.02,45746.21,10038.82,Presencial
3441,1248,2025-08-02,503,7,28,1,9628.25,7567.18,0.0,9628.25,7567.18,2061.07,Presencial
3442,1249,2024-07-24,453,8,17,6,3093.38,2465.95,570.19,17990.09,14795.7,3194.39,Teléfono
3443,1249,2024-08-30,453,8,2,14,14234.49,12350.62,0.0,199282.86,172908.68,26374.18,Teléfono
3444,1249,2025-02-28,453,8,6,6,18005.96,15859.63,0.0,108035.76,95157.78,12877.98,Teléfono
3445,1249,2025-03-13,453,8,13,1,3412.93,2909.15,0.0,3412.93,2909.15,503.78,Teléfono
3446,1250,2024-06-13,509,5,8,3,6530.34,5396.6,0.0,19591.02,16189.78,3401.23,Teléfono
3447,1251,2025-06-25,503,15,17,13,19519.99,13937.0,10299.33,243460.51,181180.94,62279.58,Presencial
3448,1251,2025-06-08,503,15,18,8,6738.39,4967.11,0.0,53907.12,39736.87,14170.25,Presencial
3449,1251,2025-06-08,503,15,27,4,2334.62,1671.35,0.0,9338.49,6685.42,2653.07,Presencial
3450,1251,2025-03-27,503,15,28,3,17858.26,13987.47,0.0,53574.78,41962.41,11612.36,Presencial
3451,1252,2025-06-16,34,9,26,17,12673.43,9582.19,14112.62,201335.65,162897.26,38438.39,Teléfono
3452,1252,2025-08-23,34,9,13,9,57389.66,43098.14,0.0,516506.94,387883.34,128623.6,Teléfono
3453,1252,2025-04-21,34,9,20,12,5570.69,3925.5,4104.67,62743.58,47106.0,15637.58,Teléfono
3454,1252,2025-07-31,34,9,22,8,1848.71,1396.85,0.0,14789.66,11174.78,3614.88,Teléfono
3455,1253,2024-01-08,405,1,23,14,484.49,370.58,410.62,6372.22,5188.18,1184.04,Teléfono
3456,1254,2025-08-23,395,3,25,11,1657.82,1209.69,0.0,18236.05,13306.59,4929.46,WhatsApp
3457,1254,2025-09-15,395,3,3,3,13396.12,11355.65,0.0,40188.35,34066.97,6121.39,WhatsApp
3458,1254,2025-10-08,395,3,27,14,721.9,528.02,528.15,9578.52,7392.21,2186.31,WhatsApp
3459,1255,2024-08-04,254,3,22,31,649.5,493.33,842.2,19292.26,15293.25,3999.01,Presencial
3460,1255,2024-06-27,254,3,16,15,1641.29,1170.38,1395.97,23223.38,17555.74,5667.64,Presencial
3461,1255,2024-06-24,254,3,13,13,12442.91,9540.72,0.0,161757.82,124029.36,37728.46,Presencial
3462,1255,2024-05-15,254,3,9,12,26669.22,21268.7,18714.15,301316.53,255224.36,46092.17,Presencial
3463,1256,2025-11-12,365,9,7,5,9850.67,7616.53,0.0,49253.34,38082.66,11170.68,Teléfono
3464,1256,2025-11-23,365,9,19,26,2607.94,1845.38,2296.22,64637.52,47979.89,16657.63,Teléfono
3465,1256,2025-12-27,365,9,24,16,2401.66,1727.16,0.0,38426.5,27634.56,10791.94,Teléfono
3466,1257,2025-08-07,341,1,1,16,20018.57,16976.13,26119.58,303319.32,271618.12,31701.2,Presencial
3467,1257,2025-06-08,341,1,30,2,13115.37,10696.63,0.0,26230.74,21393.26,4837.5,Presencial
3468,1257,2025-12-23,341,1,18,7,3465.87,2574.32,1192.74,23068.34,18020.21,5048.14,Presencial
3469,1257,2025-12-25,341,1,10,4,11398.35,9373.79,0.0,45593.39,37495.16,8098.23,Presencial
3470,1258,2024-06-04,371,6,19,8,1937.02,1345.45,233.71,15262.45,10763.6,4498.85,Web
3471,1258,2024-04-20,371,6,29,8,25217.12,20291.7,0.0,201736.92,162333.63,39403.3,Web
3472,1258,2024-04-18,371,6,26,11,6095.9,4707.58,1203.57,65345.87,51783.42,13562.45,Web
3473,1258,2024-04-03,371,6,12,13,5565.98,4175.74,0.0,72357.74,54284.62,18073.12,Web
3474,1259,2025-06-27,41,5,28,1,96578.41,70731.46,0.0,96578.41,70731.46,25846.95,Presencial
3475,1260,2024-09-07,230,4,15,9,9537.48,7058.4,0.0,85837.32,63525.6,22311.72,Teléfono
3476,1260,2024-12-31,230,4,17,6,19239.96,13778.71,0.0,115439.76,82672.27,32767.49,Teléfono
3477,1261,2024-07-09,298,1,28,2,13209.86,10338.95,0.0,26419.72,20677.9,5741.82,Correo
3478,1262,2024-03-16,353,8,11,3,4278.61,3585.5,0.0,12835.82,10756.48,2079.34,Correo
3479,1262,2024-08-30,353,8,5,6,10156.08,9330.48,2933.36,59029.82,55982.87,3046.95,Correo
3480,1262,2024-08-23,353,8,30,6,4271.76,3495.36,0.0,25630.56,20972.17,4658.39,Correo
3481,1262,2024-07-25,353,8,21,11,861.3,678.28,190.12,9284.17,7461.14,1823.04,Correo
3482,1262,2024-04-03,353,8,8,3,9406.71,7827.88,0.0,28220.12,23483.62,4736.5,Correo
3483,1263,2024-11-01,545,3,17,8,8513.44,6344.77,0.0,68107.49,50758.18,17349.31,WhatsApp
3484,1263,2024-11-21,545,3,28,7,8177.56,6318.46,2342.95,54899.94,44229.19,10670.75,WhatsApp
3485,1263,2024-12-15,545,3,20,15,1488.73,1078.91,689.56,21641.42,16183.62,5457.8,WhatsApp
3486,1263,2024-12-26,545,3,18,4,3003.86,2266.18,0.0,12015.46,9064.7,2950.75,WhatsApp
3487,1263,2025-01-15,545,3,25,11,2289.76,1800.92,1144.02,24043.3,19810.16,4233.13,WhatsApp
3488,1264,2025-07-31,544,5,8,8,16166.38,13314.48,2716.87,126614.14,106515.84,20098.3,Teléfono
3489,1264,2025-09-08,544,5,26,8,3754.1,2871.66,0.0,30032.83,22973.28,7059.55,Teléfono
3490,1264,2025-12-14,544,5,6,17,55144.08,44973.1,61239.48,876209.88,764542.63,111667.25,Teléfono
3491,1264,2025-07-08,544,5,28,12,8910.54,6950.95,0.0,106926.48,83411.42,23515.06,Teléfono
3492,1265,2024-04-16,240,10,3,2,27504.63,22193.82,0.0,55009.25,44387.65,10621.6,Presencial
3493,1265,2024-02-18,240,10,10,3,6344.11,5005.24,0.0,19032.34,15015.73,4016.61,Presencial
3494,1265,2024-02-12,240,10,24,5,1997.35,1452.5,371.94,9614.79,7262.5,2352.29,Presencial
3495,1265,2024-04-17,240,10,14,2,11293.42,8628.09,0.0,22586.85,17256.19,5330.66,Presencial
3496,1265,2024-01-28,240,10,12,2,4499.76,3377.56,0.0,8999.52,6755.11,2244.4,Presencial
3497,1266,2024-08-09,451,12,7,13,4641.88,3772.09,3897.77,56446.73,49037.14,7409.59,Presencial
3498,1266,2024-10-15,451,12,9,4,12399.74,9893.2,0.0,49598.97,39572.82,10026.15,Presencial
3499,1266,2024-06-10,451,12,14,3,6470.44,5178.43,0.0,19411.31,15535.3,3876.01,Presencial
3500,1267,2025-03-23,415,8,24,18,1821.55,1331.72,1696.04,31091.86,23970.96,7120.9,Presencial
3501,1267,2025-01-20,415,8,10,10,9410.95,7478.23,3196.23,88931.63,74782.28,14149.36,Presencial
3502,1267,2025-03-27,415,8,14,10,10117.66,8110.93,6245.87,94930.73,81109.3,13821.43,Presencial
3503,1267,2024-11-26,415,8,4,4,16729.1,14381.32,2217.8,65253.06,57525.3,7727.76,Presencial
3504,1267,2024-11-10,415,8,16,15,1166.07,838.1,766.99,16724.06,12571.5,4152.56,Presencial
3505,1268,2025-01-24,266,12,17,22,11843.63,8656.76,9229.42,251330.44,190448.72,60881.72,Presencial
3506,1269,2024-08-19,566,8,22,10,190.68,151.15,38.42,1868.37,1511.48,356.89,Teléfono
3507,1269,2024-09-15,566,8,12,2,1593.79,1288.13,0.0,3187.58,2576.26,611.32,Teléfono
3508,1269,2024-11-04,566,8,10,4,3757.29,3231.17,0.0,15029.15,12924.68,2104.47,Teléfono
3509,1269,2024-11-10,566,8,24,13,705.24,549.2,460.85,8707.34,7139.57,1567.76,Teléfono
3510,1270,2025-06-25,364,11,30,2,4282.39,3506.8,0.0,8564.78,7013.59,1551.19,Presencial
3511,1270,2025-07-30,364,11,12,6,4268.08,3428.9,226.67,25241.23,20573.42,4667.8,Presencial
3512,1270,2025-09-11,364,11,26,4,2129.76,1658.94,0.0,8519.04,6635.76,1883.28,Presencial
3513,1270,2025-12-09,364,11,14,13,10523.5,8627.35,4422.14,129641.54,112155.62,17485.93,Presencial
3514,1271,2025-09-10,113,1,16,11,1285.06,889.48,856.03,13279.61,9784.29,3495.32,Teléfono
3515,1271,2025-09-09,113,1,11,5,12239.24,9409.52,0.0,61196.19,47047.61,14148.58,Teléfono
3516,1271,2025-06-22,113,1,15,6,4481.59,3219.89,1020.08,25869.47,19319.37,6550.1,Teléfono
3517,1272,2024-12-30,134,8,28,3,4214.14,3409.77,366.09,12276.33,10229.31,2047.02,Presencial
3518,1272,2025-01-17,134,8,3,5,13514.36,11635.37,0.0,67571.8,58176.85,9394.95,Presencial
3519,1273,2024-12-22,326,6,23,9,301.53,232.8,0.0,2713.77,2095.2,618.57,WhatsApp
3520,1273,2024-08-29,326,6,8,2,5831.94,4873.9,144.66,11519.22,9747.8,1771.42,WhatsApp
3521,1273,2024-08-05,326,6,22,5,188.09,152.22,25.3,915.15,761.1,154.05,WhatsApp
3522,1273,2024-07-18,326,6,9,7,7896.57,6711.14,986.57,54289.42,46977.98,7311.44,WhatsApp
3523,1274,2025-06-26,346,15,13,3,9750.04,7442.98,0.0,29250.12,22328.94,6921.18,WhatsApp
3524,1274,2025-08-29,346,15,5,7,34408.98,29860.67,0.0,240862.84,209024.66,31838.18,WhatsApp
3525,1274,2025-09-19,346,15,4,2,18093.69,15339.98,0.0,36187.38,30679.97,5507.42,WhatsApp
3526,1275,2025-07-16,493,5,7,6,22320.98,17624.18,1393.51,131556.95,105745.07,25811.89,Teléfono
3527,1275,2025-11-25,493,5,20,17,2504.78,1765.58,1429.38,41151.82,30014.93,11136.89,Teléfono
3528,1275,2025-11-27,493,5,25,10,3939.79,2964.9,814.63,38583.23,29648.97,8934.26,Teléfono
3529,1276,2025-03-31,176,3,27,16,1468.62,1029.15,0.0,23497.99,16466.33,7031.66,WhatsApp
3530,1276,2025-04-06,176,3,21,7,3243.01,2400.8,516.24,22184.83,16805.6,5379.24,WhatsApp
3531,1276,2025-10-27,176,3,13,3,20836.14,16338.19,0.0,62508.42,49014.54,13493.87,WhatsApp
3532,1276,2025-12-13,176,3,4,5,25534.37,21164.14,0.0,127671.88,105820.71,21851.17,WhatsApp
3533,1277,2024-04-29,20,10,30,21,13626.27,10736.56,0.0,286151.58,225467.83,60683.74,Correo
3534,1277,2024-08-09,20,10,28,4,16224.61,12077.87,0.0,64898.44,48311.48,16586.96,Correo
3535,1277,2024-11-27,20,10,15,16,8588.55,6304.73,8278.25,129138.57,100875.67,28262.9,Correo
3536,1278,2024-08-09,551,7,11,4,27056.42,20785.47,1913.47,106312.21,83141.88,23170.33,Presencial
3537,1278,2024-09-21,551,7,21,9,5475.12,3908.96,0.0,49276.12,35180.66,14095.46,Presencial
3538,1279,2025-08-09,277,3,12,7,1436.61,1170.72,117.75,9938.53,8195.02,1743.51,Teléfono
3539,1280,2025-05-23,352,8,9,5,15420.58,13078.95,0.0,77102.89,65394.74,11708.15,Teléfono
3540,1281,2024-08-07,514,3,27,6,749.19,542.92,0.0,4495.14,3257.51,1237.63,Web
3541,1282,2025-10-20,66,13,25,9,2245.78,1688.8,0.0,20212.0,15199.18,5012.82,Presencial
3542,1283,2024-06-19,156,13,24,24,1957.05,1373.5,2252.57,44716.66,32964.05,11752.61,Web
3543,1283,2024-05-23,156,13,3,4,19744.73,15766.46,0.0,78978.91,63065.83,15913.08,Web
3544,1284,2025-12-27,47,14,19,3,1783.52,1281.2,0.0,5350.57,3843.61,1506.96,Teléfono
3545,1284,2025-10-08,47,14,14,3,12593.05,10067.22,0.0,37779.16,30201.66,7577.5,Teléfono
3546,1285,2024-02-20,94,11,10,4,8898.19,6932.26,0.0,35592.76,27729.04,7863.72,Teléfono
3547,1285,2024-03-21,94,11,12,3,8967.15,6568.02,326.54,26444.31,19704.05,6740.26,Teléfono
3548,1285,2024-04-15,94,11,11,2,24849.76,19230.19,0.0,49699.52,38460.38,11239.14,Teléfono
3549,1285,2024-05-20,94,11,15,15,6406.41,4679.32,2945.25,93150.9,70189.8,22961.1,Teléfono
3550,1285,2024-05-28,94,11,8,4,22463.68,17701.9,0.0,89854.72,70807.6,19047.12,Teléfono
3551,1286,2024-06-02,197,4,15,21,4800.76,3638.84,0.0,100815.88,76415.72,24400.15,Correo
3552,1286,2024-05-13,197,4,23,33,928.46,638.09,1684.99,28954.32,21056.9,7897.42,Correo
3553,1286,2024-01-18,197,4,13,2,10849.7,8156.6,397.76,21301.64,16313.21,4988.44,Correo
3554,1286,2024-05-13,197,4,21,20,2673.0,1980.94,1348.43,52111.57,39618.72,12492.85,Correo
3555,1286,2024-03-28,197,4,26,8,3756.53,2919.61,1125.17,28927.06,23356.9,5570.16,Correo
3556,1286,2024-02-06,197,4,19,17,1714.36,1211.48,1827.62,27316.43,20595.23,6721.2,Correo
3557,1287,2024-08-12,41,8,13,2,17144.74,12779.14,0.0,34289.48,25558.28,8731.2,Presencial
3558,1287,2024-09-10,41,8,23,8,1453.8,995.81,273.5,11356.9,7966.48,3390.42,Presencial
3559,1287,2025-04-28,41,8,18,17,5455.62,3907.48,5914.3,86831.24,66427.16,20404.08,Presencial
3560,1288,2024-10-23,271,15,15,9,5567.18,4007.42,0.0,50104.62,36066.79,14037.82,Presencial
3561,1288,2024-11-11,271,15,22,21,634.58,475.37,335.86,12990.42,9982.79,3007.63,Presencial
3562,1288,2024-07-27,271,15,3,2,25377.84,21133.46,0.0,50755.68,42266.92,8488.75,Presencial
3563,1289,2024-04-05,312,6,14,5,3928.3,3582.54,0.0,19641.48,17912.7,1728.78,Presencial
3564,1289,2024-03-23,312,6,23,24,300.98,235.3,241.54,6982.08,5647.1,1334.98,Presencial
3565,1289,2024-03-19,312,6,22,28,186.35,158.71,0.0,5217.74,4443.94,773.81,Presencial
3566,1289,2024-02-08,312,6,21,20,893.68,742.15,1044.61,16828.91,14843.04,1985.87,Presencial
3567,1289,2024-02-04,312,6,15,16,1602.01,1363.14,0.0,25632.19,21810.24,3821.95,Presencial
3568,1289,2024-01-26,312,6,5,5,16303.8,15620.0,1091.3,80427.7,78100.02,2327.68,Presencial
3569,1290,2025-09-07,185,4,8,4,17116.25,13566.96,0.0,68465.0,54267.84,14197.15,Presencial
3570,1290,2025-10-30,185,4,9,4,23420.62,18342.81,0.0,93682.46,73371.23,20311.23,Presencial
3571,1291,2025-03-17,513,11,1,3,15012.59,12597.31,0.0,45037.78,37791.92,7245.86,Correo
3572,1291,2025-10-23,513,11,30,4,4411.41,3651.68,512.41,17133.23,14606.72,2526.51,Correo
3573,1291,2025-10-31,513,11,22,5,325.8,252.62,0.0,1629.0,1263.1,365.9,Correo
3574,1292,2025-01-10,519,5,20,17,1031.32,744.0,366.35,17166.05,12648.0,4518.04,Presencial
3575,1293,2025-10-16,399,5,3,2,28858.9,24183.64,0.0,57717.8,48367.27,9350.53,Teléfono
3576,1293,2025-11-10,399,5,8,1,22155.67,17044.5,0.0,22155.67,17044.5,5111.17,Teléfono
3577,1293,2025-12-11,399,5,27,16,1497.97,1074.95,0.0,23967.55,17199.17,6768.38,Teléfono
3578,1294,2025-07-07,48,5,9,19,33759.84,26663.13,0.0,641437.04,506599.64,134837.41,Teléfono
3579,1294,2025-04-09,48,5,7,7,12220.89,10102.19,0.0,85546.23,70715.34,14830.9,Teléfono
3580,1294,2025-03-24,48,5,17,5,8707.2,6487.75,2072.86,41463.16,32438.75,9024.41,Teléfono
3581,1294,2025-07-23,48,5,22,16,495.19,381.38,0.0,7923.1,6102.0,1821.1,Teléfono
3582,1295,2024-03-27,377,15,14,15,8733.92,6961.84,0.0,131008.84,104427.56,26581.28,Teléfono
3583,1295,2024-05-09,377,15,2,15,20689.43,16521.75,23594.08,295005.32,247826.26,47179.06,Teléfono
3584,1296,2025-08-31,571,10,28,2,18261.55,13954.26,0.0,36523.09,27908.52,8614.57,WhatsApp
3585,1296,2025-11-23,571,10,22,21,770.38,581.3,999.18,15178.72,12207.38,2971.33,WhatsApp
3586,1296,2025-10-24,571,10,14,1,16338.71,12833.58,0.0,16338.71,12833.58,3505.13,WhatsApp
3587,1296,2025-11-16,571,10,15,15,6898.46,4891.85,0.0,103476.96,73377.72,30099.24,WhatsApp
3588,1296,2025-08-06,571,10,16,15,1949.33,1355.89,2036.96,27202.96,20338.38,6864.58,WhatsApp
3589,1296,2025-09-04,571,10,12,11,6542.77,4987.46,1841.14,70129.36,54862.1,15267.25,WhatsApp
3590,1297,2024-01-06,163,6,28,3,5457.84,4241.94,0.0,16373.52,12725.82,3647.7,Teléfono
3591,1297,2024-03-18,163,6,30,5,4694.32,3636.24,0.0,23471.59,18181.2,5290.39,Teléfono
3592,1297,2024-01-18,163,6,24,14,1304.75,929.73,0.0,18266.54,13016.22,5250.32,Teléfono
3593,1297,2024-01-11,163,6,11,9,8156.6,6313.82,2477.87,70931.56,56824.4,14107.16,Teléfono
3594,1298,2024-01-17,290,11,27,7,325.54,253.07,0.0,2278.82,1771.51,507.31,Web
3595,1298,2024-05-14,290,11,18,5,1503.16,1197.87,72.6,7401.1,5989.34,1411.75,Web
3596,1298,2024-06-01,290,11,19,4,721.73,571.56,23.19,2850.31,2286.25,564.06,Web
3597,1299,2025-04-01,48,14,27,19,905.07,682.25,1013.49,16182.79,12962.74,3220.05,Teléfono
3598,1299,2025-04-06,48,14,15,6,5293.61,4022.96,0.0,31761.61,24137.77,7623.84,Teléfono
3599,1299,2025-05-29,48,14,19,12,1808.03,1339.7,882.82,20477.99,16076.42,4401.57,Teléfono
3600,1299,2025-08-13,48,14,3,3,18919.6,15626.2,1733.09,55337.67,46878.6,8459.07,Teléfono
3601,1299,2025-07-23,48,14,12,3,3704.25,2951.19,0.0,11112.75,8853.58,2259.17,Teléfono
3602,1300,2024-01-02,169,13,15,10,7422.98,5533.24,1696.86,72532.89,55332.45,17200.44,Correo
3603,1301,2025-10-12,312,14,29,10,22725.17,19296.9,0.0,227251.66,192968.99,34282.66,Correo
3604,1301,2025-09-03,312,14,12,2,5127.3,3884.29,0.0,10254.6,7768.58,2486.02,Correo
3605,1301,2025-05-20,312,14,18,24,3629.23,2720.65,3286.19,83815.38,65295.65,18519.73,Correo
3606,1301,2025-11-30,312,14,13,3,11074.08,8722.56,0.0,33222.24,26167.68,7054.56,Correo
3607,1301,2025-03-22,312,14,7,25,9176.09,7499.51,10911.28,218490.92,187487.7,31003.22,Correo
3608,1302,2025-02-10,216,15,3,2,28068.96,23132.01,0.0,56137.91,46264.02,9873.9,WhatsApp
3609,1303,2024-08-24,492,5,23,17,972.88,680.92,0.0,16538.93,11575.71,4963.22,Presencial
3610,1304,2025-04-30,556,9,13,10,26405.86,19731.0,7715.14,253257.4,197309.99,55947.42,Correo
3611,1305,2025-10-07,92,2,1,14,19364.75,16129.08,7614.26,265319.56,225807.19,39512.36,Presencial
3612,1305,2025-11-21,92,2,12,15,3977.78,3089.57,2577.29,57089.47,46343.52,10745.95,Presencial
3613,1306,2025-08-27,370,2,30,3,8235.74,6613.0,447.49,24259.74,19838.99,4420.75,Presencial
3614,1306,2025-10-10,370,2,23,7,995.46,679.14,0.0,6968.22,4753.98,2214.24,Presencial
3615,1307,2025-08-13,37,4,16,3,1012.84,733.74,46.03,2992.49,2201.22,791.27,Correo
3616,1307,2025-10-29,37,4,27,8,858.82,621.78,0.0,6870.56,4974.24,1896.32,Correo
3617,1308,2025-03-31,475,1,17,10,13118.85,9536.85,7847.27,123341.28,95368.46,27972.82,WhatsApp
3618,1308,2025-08-10,475,1,11,4,17734.71,14228.41,0.0,70938.83,56913.62,14025.2,WhatsApp
3619,1309,2025-01-05,20,5,1,7,26921.39,21923.6,0.0,188449.71,153465.12,34984.6,Teléfono
3620,1309,2025-03-16,20,5,19,9,2907.79,2156.65,230.61,25805.76,19409.9,6395.87,Teléfono
3621,1310,2024-11-21,334,5,26,6,3431.77,2628.54,835.43,19755.17,15771.27,3983.9,Correo
3622,1310,2024-12-08,334,5,21,7,2363.58,1796.73,0.0,16545.06,12577.1,3967.96,Correo
3623,1311,2025-12-25,569,14,29,6,16681.26,14363.43,4199.4,96644.06,86180.61,10463.44,WhatsApp
3624,1311,2025-08-30,569,14,9,7,18113.58,14575.96,0.0,126795.09,102031.74,24763.35,WhatsApp
3625,1312,2025-06-29,405,11,17,6,3633.3,2883.14,0.0,21799.8,17298.86,4500.94,Teléfono
3626,1313,2025-11-19,215,12,4,8,37556.72,30479.98,0.0,300453.75,243839.86,56613.9,Teléfono
3627,1314,2024-11-20,431,11,20,12,2977.79,2094.23,0.0,35733.48,25130.76,10602.72,Teléfono
3628,1314,2025-02-10,431,11,23,8,1580.47,1088.21,0.0,12643.76,8705.68,3938.08,Teléfono
3629,1314,2025-04-06,431,11,7,4,25793.15,20352.18,0.0,103172.59,81408.72,21763.88,Teléfono
3630,1315,2024-11-21,135,1,22,5,465.47,357.86,35.52,2291.84,1789.28,502.56,WhatsApp
3631,1315,2024-11-08,135,1,27,15,974.76,713.82,672.44,13948.94,10707.37,3241.56,WhatsApp
3632,1315,2024-10-25,135,1,21,5,2273.1,1664.1,437.95,10927.54,8320.49,2607.05,WhatsApp
3633,1315,2024-12-09,135,1,28,4,7863.34,5892.0,0.0,31453.34,23568.01,7885.33,WhatsApp
3634,1316,2025-07-22,546,3,26,5,9033.3,6823.19,0.0,45166.48,34115.95,11050.52,Teléfono
3635,1316,2025-11-20,546,3,2,4,61126.61,48232.72,0.0,244506.44,192930.88,51575.57,Teléfono
3636,1317,2025-01-16,420,14,8,6,19230.05,15303.56,1733.44,113646.85,91821.36,21825.49,WhatsApp
3637,1317,2025-02-20,420,14,24,14,2375.1,1753.65,0.0,33251.34,24551.1,8700.24,WhatsApp
3638,1317,2025-02-24,420,14,19,9,1908.21,1349.89,0.0,17173.9,12149.03,5024.88,WhatsApp
3639,1318,2025-09-18,400,7,23,20,665.44,478.94,492.36,12816.48,9578.79,3237.69,Presencial
3640,1318,2025-09-17,400,7,7,13,6470.9,5191.95,4119.74,80001.97,67495.37,12506.6,Presencial
3641,1318,2025-10-01,400,7,29,14,19092.02,16486.88,11284.07,256004.27,230816.25,25188.02,Presencial
3642,1318,2025-12-28,400,7,28,4,6611.85,5383.57,0.0,26447.42,21534.28,4913.14,Presencial
3643,1318,2025-12-29,400,7,30,6,5497.69,4682.31,0.0,32986.12,28093.88,4892.24,Presencial
3644,1319,2025-12-07,141,10,30,11,18667.83,14615.75,12702.56,192643.54,160773.23,31870.31,Teléfono
3645,1319,2025-02-09,141,10,14,7,47232.75,36470.24,0.0,330629.24,255291.66,75337.57,Teléfono
3646,1320,2025-07-06,377,1,27,33,652.46,484.67,913.94,20617.07,15994.19,4622.88,Teléfono
3647,1321,2025-04-29,135,15,22,26,1075.39,794.02,1105.13,26855.11,20644.43,6210.68,Presencial
3648,1321,2025-09-16,135,15,17,5,18394.72,13423.89,1267.27,90706.31,67119.47,23586.84,Presencial
3649,1321,2025-09-06,135,15,15,1,9383.24,6839.6,0.0,9383.24,6839.6,2543.64,Presencial
3650,1321,2025-07-23,135,15,19,2,3221.95,2251.24,0.0,6443.91,4502.47,1941.44,Presencial
3651,1321,2025-05-24,135,15,25,4,5218.15,3748.31,352.2,20520.38,14993.25,5527.13,Presencial
3652,1321,2025-09-29,135,15,2,6,67335.51,52371.39,0.0,404013.06,314228.37,89784.69,Presencial
3653,1322,2025-09-03,186,13,15,6,8949.5,6700.48,0.0,53697.01,40202.89,13494.11,Presencial
3654,1322,2025-11-08,186,13,23,14,1688.23,1185.29,1048.32,22586.89,16594.01,5992.88,Presencial
3655,1323,2025-03-30,555,7,25,8,1077.78,831.08,0.0,8622.24,6648.6,1973.64,Presencial
3656,1323,2025-04-06,555,7,1,4,12697.66,10724.08,0.0,50790.63,42896.31,7894.32,Presencial
3657,1323,2025-06-26,555,7,26,12,1558.04,1196.0,0.0,18696.42,14351.94,4344.48,Presencial
3658,1323,2025-08-25,555,7,11,4,5354.29,4468.06,0.0,21417.15,17872.23,3544.92,Presencial
3659,1323,2025-09-18,555,7,23,25,357.95,267.19,0.0,8948.81,6679.69,2269.12,Presencial
3660,1323,2025-11-06,555,7,6,4,21984.71,18817.29,0.0,87938.85,75269.16,12669.69,Presencial
3661,1324,2024-09-26,329,4,20,35,478.26,365.62,961.64,15777.46,12796.61,2980.85,Teléfono
3662,1324,2024-10-02,329,4,11,4,3737.89,3204.94,0.0,14951.55,12819.75,2131.8,Teléfono
3663,1324,2025-01-11,329,4,14,5,3482.12,2873.97,472.48,16938.09,14369.85,2568.24,Teléfono
3664,1325,2025-06-17,63,9,30,4,5363.01,4133.78,0.0,21452.06,16535.13,4916.93,Teléfono
3665,1325,2025-12-18,63,9,15,3,3337.22,2487.6,0.0,10011.67,7462.8,2548.87,Teléfono
3666,1326,2024-10-12,550,4,16,9,394.71,302.08,0.0,3552.39,2718.76,833.62,Presencial
3667,1327,2024-03-23,380,10,5,5,78850.32,68279.58,13729.2,383268.24,341397.88,41870.36,Presencial
3668,1327,2024-06-10,380,10,20,66,3309.6,2417.8,29599.52,188834.08,159574.8,29259.28,Presencial
3669,1327,2024-06-28,380,10,22,38,1154.76,851.28,2283.1,41597.78,32348.64,9249.14,Presencial
3670,1327,2024-07-22,380,10,16,17,2836.71,1961.33,3040.87,45183.2,33342.61,11840.59,Presencial
3671,1327,2024-08-07,380,10,26,20,7695.2,5698.52,3467.63,150436.37,113970.4,36465.97,Presencial
3672,1328,2024-02-11,109,3,18,7,911.88,763.52,0.0,6383.14,5344.64,1038.5,Correo
3673,1329,2024-08-26,424,4,10,5,3652.38,3033.66,0.0,18261.9,15168.3,3093.6,WhatsApp
3674,1329,2024-10-19,424,4,19,18,929.82,660.34,830.66,15906.1,11886.21,4019.89,WhatsApp
3675,1330,2024-08-14,405,1,27,10,1826.06,1317.31,1176.82,17083.82,13173.12,3910.7,Presencial
3676,1330,2024-07-24,405,1,3,4,37096.96,29636.33,0.0,148387.81,118545.29,29842.52,Presencial
3677,1330,2024-04-15,405,1,2,4,54813.86,43546.99,0.0,219255.48,174187.97,45067.51,Presencial
3678,1331,2024-11-22,95,4,1,7,20916.83,17714.78,8459.29,139650.35,124003.49,15646.86,WhatsApp
3679,1331,2024-11-08,95,4,3,8,19479.48,16555.3,0.0,155835.8,132442.37,23393.44,WhatsApp
3680,1331,2024-07-23,95,4,8,17,13873.36,11403.79,0.0,235847.05,193864.46,41982.59,WhatsApp
3681,1332,2024-01-24,447,5,12,8,2504.55,1965.94,519.11,19517.28,15727.48,3789.79,Presencial
3682,1332,2024-11-06,447,5,6,3,29099.69,23964.31,0.0,87299.08,71892.92,15406.16,Presencial
3683,1332,2025-03-06,447,5,24,29,1138.93,819.85,0.0,33029.05,23775.66,9253.39,Presencial
3684,1332,2025-06-08,447,5,22,19,294.81,226.07,175.37,5426.0,4295.28,1130.72,Presencial
3685,1332,2025-06-19,447,5,14,2,6385.01,4989.81,0.0,12770.02,9979.62,2790.4,Presencial
3686,1332,2025-10-04,447,5,1,11,16411.16,13715.12,5214.95,175307.82,150866.34,24441.48,Presencial
3687,1333,2024-09-10,436,5,19,10,2790.96,1964.89,856.73,27052.87,19648.92,7403.95,WhatsApp
